Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Assign to team),Custom field (Backlog Weight),Custom field (Business Value),Custom field (Due Date),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Flagged),Custom field (Funding Source),Custom field (Impact),Custom field (Pre-Condition),Custom field (Previous Names),Custom field (Product Line(s)),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Requirements),Custom field (SimV Story Points Deprecated),Sprint,Sprint,Sprint,Sprint,Custom field (Story Points),Custom field (T-Shirt),Custom field (Zephyr Teststep),Comment,Comment,Comment,Comment,Comment
Incorporate FY/QTR rendering (columns),MMP-278,18319,17297,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,JosephWallace,DavidTuell,DavidTuell,1/12/2015 10:17,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,28800,0,,0%,28800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc6v:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
"Implement ""binning"" of nodes into FY/QTRs",MMP-279,18320,17297,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,JosephWallace,DavidTuell,DavidTuell,1/12/2015 10:18,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,21600,0,,0%,21600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc73:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Incorporate header rows,MMP-280,18321,17297,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,JosephWallace,DavidTuell,DavidTuell,1/12/2015 10:19,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc7b:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Incorporate transition arrows,MMP-281,18322,17297,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,JosephWallace,DavidTuell,DavidTuell,1/12/2015 10:21,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,21600,0,,0%,21600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc7j:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Demo and tweaking,MMP-282,18323,17297,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,JosephWallace,DavidTuell,DavidTuell,1/12/2015 10:23,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,57600,0,,0%,57600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc7r:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Implement Ability to Add and Delete Funding Source Rows,MMP-283,18400,18045,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,1/14/2015 9:13,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbnz:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Warn User If They Navigate Away While Editing,MMP-241,18252,,Improvement,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewDavis,DavidTuell,DavidTuell,1/6/2015 14:55,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,"As an MMP User, I need to know if I am about to lose edits inadvertently by navigating away from an editor page.",,,,,,,,,,,,,,,16/Apr/15 10:42 AM;DavidTuell;MMP-241.docx;https://jira.dev.simventions.com/secure/attachment/12435/MMP-241.docx,,,#NAME?,,,,,,MMP-71,,,,MMP,,,,USMC,2|hzxenr:,9.22337E+18,,,MMP Sprint 12,,,,3,,,,,,,
Remove Font Type/Size Tools from Rich Text Editor,MMP-240,18251,,Improvement,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewDavis,DavidTuell,DavidTuell,1/6/2015 14:52,1/10/2020 13:12,6/1/2021 9:14,,,Release 2,,0,,,"As an MMP User, the font face and size in quad chart data are constrained by the PowerPoint template. Since these options have no effect in my final product, they should be removed.",,28800,0,,0%,28800,0,,,,,,,,30/Mar/15 9:53 AM;DavidTuell;MMP-240.docx;https://jira.dev.simventions.com/secure/attachment/12352/MMP-240.docx,,,#NAME?,,,,,,MMP-5,,,,MMP,,,,USMC,2|hzxein:,9.22337E+18,,,MMP Sprint 11,,,,2,,,,,,,
Implement table on base page,MMP-260,18301,17541,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,1/12/2015 9:07,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,"Table should display name, PM, and acronym and be filterable by PM.",,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc2v:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Implement Create Function,MMP-261,18302,17541,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,1/12/2015 9:07,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,"Includes UI and back end, should function exactly like dev efforts.",,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc33:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Create layout,MMP-253,18293,17023,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,1/12/2015 9:03,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,7200,0,,0%,7200,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc1b:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Implement Logo and About section,MMP-254,18294,17023,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,1/12/2015 9:04,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,7200,0,,0%,7200,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc1j:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Create block for Programs,MMP-255,18295,17023,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,1/12/2015 9:04,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,3600,0,,0%,3600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc1r:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Create block for Dev Efforts,MMP-256,18296,17023,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,1/12/2015 9:04,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,3600,0,,0%,3600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc1z:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Create block for Roadmaps,MMP-257,18297,17023,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,1/12/2015 9:04,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,3600,0,,0%,3600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc27:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Create block for Old Site link??,MMP-258,18298,17023,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,1/12/2015 9:05,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,"This is a decision point, team needs to determine if the home page should easily provide a link back to the MRM site. If so, create a block for it.",,3600,0,,0%,3600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc2f:,9.22337E+18,,,MMP Sprint 6,,,,,,,"13/Jan/15 10:03 AM;MatthewSerbinski;At the current time, there is no need for an old site link on the main page. It would add unnecessary clutter to the current design.",,,,
Adjustments and Cleanup,MMP-259,18299,17023,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,1/12/2015 9:06,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc2n:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Create multi-tier dropdown from available JCAs,MMP-250,18290,18043,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,1/12/2015 9:02,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,Use subtype as group criteria. Group options should also be selectable.,,10800,0,,0%,10800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc0n:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Implement edit buffer strategy,MMP-251,18291,18043,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,1/12/2015 9:02,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,7200,0,,0%,7200,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc0v:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
"Implement back-end code to associate JCA and assign ""linked"" fields",MMP-252,18292,18043,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,1/12/2015 9:03,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,10800,0,,0%,10800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc13:,9.22337E+18,,,MMP Sprint 6,,,,,,,22/Jan/15 7:59 PM;DavidTuell;Did not assign linked fields yet. Thought it best to deal with that in another story.,,,,
Implement DataTables Editor and Load Initial Data,MMP-222,18178,18046,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 9:09,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbo7:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Implement ability to add dynamic rows,MMP-223,18179,18046,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 9:11,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,7200,0,,0%,7200,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbof:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Implement Update Method,MMP-224,18180,18046,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 9:11,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbon:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Implement TRL Date Validation Code,MMP-225,18181,18046,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 9:11,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,7200,0,,0%,7200,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbp3:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Implement Delete Method,MMP-226,18182,18046,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 9:12,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbov:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Merge upstream 4.8 tag and resolve conflicts,MMP-248,18288,18113,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,1/12/2015 9:01,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,7200,0,,0%,7200,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc07:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Fix any issues and deploy to app2012,MMP-249,18289,18113,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,1/12/2015 9:01,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,21600,0,,0%,21600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxc0f:,9.22337E+18,,,MMP Sprint 6,,,,,,,12/Jan/15 3:00 PM;DavidTuell;No issues with merge. Will deploy to app2012.,,,,
Show Number of Items Selected in Table Views,MMP-237,18248,,Story,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,1/6/2015 14:38,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,"As an MMP User, I need to know how many records are currently selected, since all of them might not be visible due to pagination.",,14400,0,,0%,14400,0,,,,,,,,08/Jan/15 12:13 PM;DavidTuell;MMP-237.docx;https://jira.dev.simventions.com/secure/attachment/11820/MMP-237.docx,,,#NAME?,,,,,,,,,,MMP,,,,USMC,2|hzx613:,9.22337E+18,,,MMP Sprint 5,,,,2,,,,,,,
Change Development Effort Editor Layout to Tab Structure,MMP-243,18254,,Improvement,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,MatthewSerbinski,DavidTuell,DavidTuell,1/6/2015 15:03,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,"At the HSI meeting, it was agreed that a tab interface layout would be more preferable to the accordion-style layout from current demonstrations. In addition, funding and roadmap data should be separate.",,21600,0,,0%,21600,0,,,MMP-244,,,,,08/Jan/15 12:05 PM;DavidTuell;MMP-242 and 243.docx;https://jira.dev.simventions.com/secure/attachment/11819/MMP-242+and+243.docx,,,#NAME?,,,,,,,,,,MMP,,,,USMC,2|hzx60n:,9.22337E+18,HSI meeting 5 January,,MMP Sprint 5,,,,3,,,,,,,
Fix mismatched roadmaps and threads,MMP-246,18278,17633,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,1/7/2015 12:04,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbzb:,9.22337E+18,,,MMP Sprint 5,,,,,,,,,,,
Add ItemOrder Values to Group Relationships,MMP-247,18280,17633,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,1/7/2015 18:19,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbzj:,9.22337E+18,,,MMP Sprint 5,,,,,,,,,,,
Roadmap Editor design/architecture discussions,MMP-227,18183,17128,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 9:13,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbpb:,9.22337E+18,,,MMP Sprint 5,,,,,,,,,,,
Graphical framework research,MMP-228,18184,17128,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,JosephWallace,DavidTuell,DavidTuell,12/29/2014 9:13,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,57600,0,,0%,57600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbpj:,9.22337E+18,,,MMP Sprint 5,,,,,,,,,,,
Present findings to dev lead,MMP-229,18185,17128,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,JosephWallace,DavidTuell,DavidTuell,12/29/2014 9:14,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,7200,0,,0%,7200,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbpr:,9.22337E+18,,,MMP Sprint 5,,,,,,,,,,,
Set up initial table,MMP-216,18172,18045,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 8:49,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,7200,0,,0%,7200,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbmv:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Translate Funding Records into Rows by Source,MMP-217,18173,18045,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 8:49,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,10800,0,,0%,10800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbn3:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Implement ability to scroll through columns,MMP-218,18174,18045,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 8:50,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,10800,0,,0%,10800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbnj:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Implement custom edit methods for cells,MMP-219,18175,18045,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 8:50,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbnb:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Implement back-end logic to save funding,MMP-220,18176,18045,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 8:51,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbnr:,9.22337E+18,,,MMP Sprint 6,,,,,,,,,,,
Create groups for each Roadmap and link,MMP-191,18050,17633,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/15/2014 13:30,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,7200,0,,0%,7200,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbbz:,9.22337E+18,,,MMP Sprint 5,,,,,,,,,,,
Link programs and development efforts for each group,MMP-192,18051,17633,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/15/2014 13:31,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbc7:,9.22337E+18,,,MMP Sprint 5,,,,,,,,,,,
Update taxonomy change log,MMP-193,18052,17633,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/15/2014 13:34,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,7200,0,,0%,7200,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbcf:,9.22337E+18,,,MMP Sprint 5,,,,,,,,,,,
Test Roadmap Query Methods and Fix Issues,MMP-208,18127,17633,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/17/2014 16:11,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbhb:,9.22337E+18,,,MMP Sprint 5,,,,,,,,,,,
Write script to add dev efforts from orphaned schedule subtypes,MMP-211,18167,17917,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 8:43,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,28800,0,,0%,28800,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxblr:,9.22337E+18,,,MMP Sprint 5,,,,,,,,,,,
Add script to repo and update taxonomy change log,MMP-212,18168,17917,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 8:44,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,7200,0,,0%,7200,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxblz:,9.22337E+18,,,MMP Sprint 5,,,,,,,,,,,
Wire up UI for deletion on table page,MMP-213,18169,18163,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 8:47,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,14400,0,,0%,14400,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbm7:,9.22337E+18,,,MMP Sprint 5,,,,,,,,,,,
Wire up UI for deletion on editor page,MMP-214,18170,18163,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 8:47,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,7200,0,,0%,7200,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbmf:,9.22337E+18,,,MMP Sprint 5,,,,,,,,,,,
Testing and cleanup,MMP-215,18171,18163,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/29/2014 8:47,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,7200,0,,0%,7200,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbmn:,9.22337E+18,,,MMP Sprint 5,,,,,,,,,,,
Add code review step to JIRA workflow,MMP-188,18047,17137,Sub-task,Closed,MMP,MMP,software,MattChild,Adaptation of the Informedb Enterprise web application for the USMC Modernization Master Plan (MMP),,2 - Minor,,DavidTuell,DavidTuell,DavidTuell,12/15/2014 13:23,1/10/2020 13:12,6/1/2021 9:14,,,Release 1,,0,,,,,3600,0,,0%,3600,0,,,,,,,,,,,,,,,,,,,,,,,,,,2|hzxbbr:,9.22337E+18,,,MMP Sprint 4,,,,,,,16/Dec/14 4:51 PM;DavidTuell;Code review not applicable.,,,,
